;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25;RLS-N4;EA100;pmut1.25
7659;6;18;3;2;12;20;52;4;17;73;7;18;8;58;28;1973;25;11;5529;31;28;220;258;50
7660;2;13;2;30;1;13;2;86;8;460;2;2;392;37;7;349;71;47;20;53;51;38;1177;6
7661;28;9;14;71;1;24;13;45;3;26;79;34;248;45;9;2553;2;24;57;46;24;64041;9;13
7662;0;24;17;18;6;2;1;21;6;94;26;44;6;10;35;4504;55;16;1035;72;108;3269;7;16
7663;2;19;7;10;4;40;148;8;0;1474;21;12;323;45;23;7798;25;10;5967;105;33;175;84;11
7664;0;8;6;3;3;17;96;1;0;239;70;39;312;28;17;116;93;22;4735;10;27;9420;435;22
7665;2;1;0;89;13;1;10;17;7;190;8;5;86;24;0;17073;19;61;1411;49;34;12613;28;75
7666;18;0;19;4;5;8;11;17;17;258;28;5;10;12;24;4369;12;43;1612;28;23;4554;319;44
7667;32;9;3;3;13;18;36;22;4;256;34;1;156;39;27;3491;10;24;1912;62;14;15473;487;54
7668;18;18;1;9;19;10;6;15;6;907;54;13;32;20;15;20;16;22;1955;52;7;32479;15;44
7669;7;17;5;11;12;17;41;15;23;361;27;12;4;12;20;2362;35;33;11812;1;43;15483;13;157
7670;5;0;13;12;0;5;30;0;28;18;2;14;666;82;23;2883;31;18;3353;88;50;88052;541;52
7671;42;2;0;161;17;3;38;8;0;902;13;7;1324;21;7;8508;4;27;8884;131;16;65;264;54
7672;14;0;10;6;4;4;53;7;10;117;0;24;1227;32;14;12973;116;37;19804;82;30;149;99;21
7673;0;7;7;16;19;3;38;12;4;124;61;30;111;12;45;987;26;7;366;165;29;65182;93;212
7674;1;18;2;32;1;28;11;4;26;53;10;64;871;42;20;1708;47;20;71;7;3;47;34;135
7675;32;3;8;13;41;0;14;2;10;93;4;12;343;76;19;16;68;12;5797;41;46;930;828;51
7676;1;13;6;12;10;4;10;4;5;80;52;20;1935;34;21;324;27;18;6846;24;37;113691;59;177
7677;21;10;4;15;7;7;10;71;8;2;7;15;6;6;33;566;103;41;446;173;12;1788;21;31
7678;5;26;14;22;16;1;72;1;10;555;29;19;16;28;1;2366;82;73;1536;41;17;6922;9;19
7679;8;3;0;22;1;24;92;0;10;673;6;6;258;35;72;2107;91;34;291;47;21;17254;2457;10
7680;1;1;29;39;7;4;19;11;9;310;11;2;1458;4;28;10077;20;6;15;45;3;64204;67;54
7681;3;1;1;10;2;4;11;29;9;5;20;13;516;18;36;3671;5;21;18136;61;48;35789;583;18
7682;4;3;1;4;51;17;180;6;19;14;12;26;873;79;7;2007;107;43;31;138;125;43631;902;59
7683;8;7;5;40;1;20;5;21;31;732;29;22;549;31;42;2677;36;21;5893;22;44;31645;150;84
7684;22;11;7;86;56;8;6;6;1;71;216;51;523;23;18;80;51;42;3136;102;21;11804;29;42
7685;44;4;9;25;27;35;13;29;30;155;1;15;20;7;3;7303;14;43;1;48;52;134;950;46
7686;2;36;7;86;8;22;0;52;36;489;43;17;23;67;16;1217;28;26;4642;17;20;7268;61;202
7687;57;22;9;3;22;1;34;0;9;9;33;27;57;18;9;437;140;9;59;9;34;16760;36;33
7688;15;32;10;172;16;24;9;74;0;246;121;47;616;96;51;9077;35;55;844;23;10;17454;736;30
7689;3;8;5;57;28;1;52;38;26;270;3;10;305;1;17;46;10;34;46;50;124;958;97;36
7690;20;26;3;6;22;4;17;8;7;56;21;14;1315;29;24;673;128;37;65;20;15;3369;55;21
7691;2;0;15;53;14;25;22;0;16;224;14;25;2;40;31;3;111;48;2162;209;24;40943;17;80
7692;1;0;3;33;13;3;2;12;13;51;2;39;695;26;34;33;31;66;12419;56;16;46;366;42
7693;3;0;8;2;39;5;5;16;28;595;48;10;306;33;15;1334;42;65;4113;13;1;199;11;93
7694;44;5;6;1;71;7;53;24;21;160;27;33;32;27;61;1808;24;9;4177;38;48;49981;64;134
7695;30;0;11;6;16;12;47;23;6;128;29;33;2059;6;27;13;57;8;2738;60;47;7718;23;49
7696;21;0;7;84;9;6;21;30;13;168;6;14;357;6;29;1719;126;51;2911;111;39;55049;38;29
7697;24;15;12;1;1;6;119;15;7;67;19;37;1042;22;6;105;32;7;22049;93;5;16241;41;144
7698;2;10;3;6;7;0;9;2;8;1027;15;17;384;5;29;799;61;9;4274;39;29;40073;402;76
7699;4;3;8;70;1;5;127;11;11;103;7;8;227;15;2;1878;83;5;20321;2;110;26487;143;46
7700;13;4;14;21;11;2;0;16;15;137;11;14;1172;8;36;33;87;6;244;51;21;44544;392;12
7701;28;11;2;34;12;20;41;53;5;41;35;19;688;31;9;72;97;32;5885;128;64;16203;75;24
7702;10;0;0;21;25;12;50;17;15;17;8;18;1539;28;46;294;43;24;528;119;16;36301;62;15
7703;19;9;6;12;11;8;12;25;5;101;24;53;68;33;34;5201;46;12;13172;43;37;11555;50;103
7704;3;18;3;28;0;4;199;1;27;308;11;11;287;2;6;6;100;35;814;53;30;21;123;28
7705;11;14;1;0;14;0;41;3;14;299;6;16;152;12;43;3774;137;15;488;18;66;15175;965;41
7706;1;0;27;3;12;10;45;23;10;80;58;52;1200;16;10;1121;19;3;59;229;21;81;670;29
7707;2;0;16;15;14;3;55;5;15;21;10;23;0;73;28;801;62;38;7452;69;37;110468;33;60
7708;56;3;2;7;17;9;2;10;7;0;20;11;61;63;3;4251;33;47;12346;80;36;2559;442;27
7709;7;28;5;6;7;10;39;18;12;94;73;24;1074;4;18;1257;48;18;1778;37;58;44218;13;86
7710;11;4;7;2;1;11;13;26;42;1231;29;10;1;31;30;2651;91;11;12043;1;17;610;68;91
7711;10;34;8;118;9;28;23;48;6;19;4;3;351;62;51;50;7;52;7837;64;9;52822;23;73
7712;2;8;2;1;5;12;79;8;12;158;2;4;47;82;50;4092;41;32;16;140;45;22904;56;11
7713;5;6;1;4;10;8;5;2;6;123;102;32;3600;46;18;3;17;16;8477;73;41;4655;420;43
7714;3;14;15;0;17;10;9;16;20;262;13;24;28;94;27;20;86;6;2106;67;37;39;176;23
7715;4;19;6;8;5;8;135;37;28;30;8;18;206;9;13;538;1;22;122;89;12;15997;271;39
7716;5;0;10;4;7;2;103;90;11;10;1;9;1577;2;19;2949;26;20;25941;121;39;10442;33;26
7717;23;7;19;50;13;7;4;33;3;445;45;13;117;32;62;861;4;44;5549;44;21;204;204;69
7718;13;28;9;15;25;7;38;30;17;19;30;12;216;50;18;4;52;40;394;5;31;79987;357;8
7719;3;19;4;13;34;7;103;1;12;230;87;7;73;33;8;1491;116;64;8510;19;37;26424;182;156
7720;1;17;0;23;9;3;6;101;15;239;5;90;198;39;27;31;58;33;66;61;19;23596;248;82
7721;12;5;2;30;8;2;0;56;17;58;99;13;483;66;24;4956;50;46;116;15;25;204;42;51
7722;19;7;1;24;15;9;5;52;3;30;93;36;133;30;37;992;8;39;40;10;13;56327;344;30
7723;6;22;7;68;41;16;17;10;0;27;24;39;16;17;18;55;34;56;907;13;6;13923;1;104
7724;14;7;0;43;1;4;60;14;13;23;12;34;225;13;12;1553;5;27;5637;188;106;15591;49;117
7725;0;37;3;47;9;8;22;42;8;309;7;8;1011;23;27;1749;63;7;2690;26;15;120;292;125
7726;0;1;1;3;5;3;12;17;9;79;4;2;8;8;1;975;35;31;376;78;18;848;538;53
7727;0;5;12;60;46;7;233;37;13;0;3;76;242;13;8;2560;70;17;17554;15;49;30506;66;2
7728;19;24;2;53;41;20;27;28;0;362;20;36;1117;11;33;34;9;18;622;112;8;70;3;32
7729;0;7;2;78;21;7;42;22;18;787;40;12;47;3;2;13;63;36;7656;68;6;805;559;79
7730;0;12;1;8;51;6;4;45;3;17;29;21;462;64;22;10847;124;45;433;222;52;19059;58;102
7731;9;9;16;9;26;17;25;45;7;0;47;22;691;14;12;45;55;72;7026;164;7;90977;254;28
7732;38;7;0;86;26;14;36;6;14;186;43;11;22;24;33;7487;108;35;2847;40;110;8806;97;22
7733;11;22;47;21;9;22;17;13;18;393;2;24;361;16;12;32;60;15;4882;56;66;10679;344;18
7734;36;7;18;11;3;13;11;23;14;261;58;22;61;41;11;916;38;93;34313;16;36;5081;114;74
7735;9;3;2;67;24;0;18;50;2;93;18;20;306;2;12;2882;47;43;9434;10;12;28381;76;25
7736;0;10;11;4;26;17;8;17;2;82;16;23;14;80;32;22;1;63;12644;132;17;118708;336;95
7737;19;5;14;26;37;1;151;78;18;32;47;6;115;3;10;6378;76;28;1483;25;62;2554;159;48
7738;9;0;1;1;6;10;43;33;8;176;27;22;119;16;0;4247;38;36;12804;44;29;95;166;56
7739;6;1;5;11;16;5;41;56;15;382;87;15;3214;7;0;4386;29;45;1184;15;38;58244;58;7
7740;12;5;13;7;19;22;11;2;9;1;60;83;42;11;27;859;51;9;8009;80;77;9949;178;21
7741;1;4;2;2;15;27;5;12;22;7;18;1;625;58;16;6159;86;48;2631;19;84;17373;62;39
7742;21;4;8;75;15;2;25;77;26;80;39;2;250;173;9;560;42;14;267;91;60;12745;197;69
7743;0;34;4;18;18;24;65;73;13;9;34;14;1740;46;33;32;36;38;1283;65;90;11785;18;76
7744;32;32;5;48;7;1;41;31;8;133;8;23;275;50;41;24;13;36;2040;10;30;39;119;37
7745;5;2;4;6;5;6;1;47;9;338;17;9;34;127;8;34;47;23;395;4;97;223;14;51
7746;30;55;0;4;7;24;123;0;11;24;4;18;558;26;4;4936;19;32;14;136;38;35;320;66
7747;1;8;2;15;14;38;22;11;0;512;6;55;7;28;16;8711;77;39;38;30;32;16;19;38
7748;61;2;8;34;6;5;1;15;1;490;50;23;355;13;21;6156;41;31;15773;213;17;14118;36;170
7749;6;11;10;0;23;10;111;52;0;80;22;20;56;28;22;44;13;32;2987;67;58;48925;15;96
7750;13;11;3;10;11;5;8;2;9;219;77;21;26;4;33;4078;45;17;6564;80;20;11681;150;44
7751;26;4;4;45;5;27;14;16;5;155;2;19;303;22;19;9941;5;74;18;51;10;12499;73;24
7752;10;5;5;26;4;24;20;31;15;489;0;13;73;64;29;2;14;68;3455;78;20;35;1137;156
7753;0;35;2;12;23;15;0;28;8;442;7;0;19;59;12;15329;25;16;1047;49;28;74;51;93
7754;6;15;10;70;5;8;121;8;8;323;37;2;661;91;47;178;30;38;33;58;47;20860;197;131
7755;1;1;6;2;4;20;12;27;3;589;20;15;667;22;46;2974;41;33;5644;69;98;33388;38;44
7756;3;7;7;4;9;13;3;1;31;44;17;21;180;31;16;2007;26;61;4691;60;63;2853;820;38
7757;6;11;0;5;7;4;1;23;10;77;88;41;722;21;26;67;4;7;7247;60;17;117;936;57
7758;51;11;11;20;2;1;473;7;7;6;17;39;525;3;76;46;35;24;161;53;43;86854;115;27
7759;7;5;5;24;4;17;39;20;6;427;24;9;6;33;9;1448;90;34;2413;69;16;55453;56;51
7760;2;0;8;58;3;0;44;45;4;549;4;27;563;3;42;2843;78;36;3054;92;55;76740;929;56
7761;8;24;5;3;11;5;78;10;9;122;11;7;396;23;32;807;30;81;4102;80;14;13135;121;22
7762;9;27;5;5;2;5;38;31;0;272;24;5;418;3;40;3117;13;28;9847;145;81;194;291;46
7763;2;1;8;0;13;9;37;61;7;348;9;16;380;33;18;11165;5;44;40;44;12;45;414;202
7764;29;29;18;22;15;2;53;5;2;3;21;34;950;11;33;11390;23;66;5788;15;16;61442;90;18
7765;7;14;8;8;2;4;7;12;1;870;0;4;1068;2;4;9;16;60;78;117;74;7867;1802;11
7766;7;24;14;43;1;20;13;9;34;31;67;0;47;13;7;1058;87;56;59;8;39;36421;41;70
7767;16;3;2;0;16;4;20;35;5;20;4;23;796;36;4;141;31;35;11633;13;33;11353;266;51
7768;50;1;2;8;9;3;29;27;15;66;4;14;509;10;60;751;30;32;2208;20;26;46299;90;49
7769;14;22;5;1;6;26;112;24;2;30;93;39;119;10;61;317;35;47;352;30;36;3959;44;75
7770;16;3;3;11;6;15;112;46;3;1;91;17;219;22;9;958;54;11;24427;36;60;82;105;40
7771;2;40;7;29;24;10;12;70;15;158;9;17;9;31;11;8;53;32;2663;50;25;47204;990;10
7772;39;1;4;10;25;5;6;23;9;11;25;8;41;3;12;1791;54;15;12673;37;85;48401;31;58
7773;8;2;1;26;61;16;7;49;6;814;3;33;3;16;27;97;32;45;4523;338;35;233;873;56
7774;32;1;11;13;15;6;63;7;14;56;52;33;361;90;21;46;73;41;647;91;5;57720;32;44
7775;0;62;13;53;11;22;6;0;9;22;13;22;2;8;11;1430;40;42;27;12;146;1785;69;24
7776;16;4;6;16;16;8;158;3;2;79;126;4;7;1;17;1905;14;29;8461;75;51;25;16;4
7777;2;16;3;43;3;12;0;40;14;85;14;35;9;3;22;545;35;24;59;17;65;161;4;48
7778;22;17;13;2;12;2;4;76;17;4;26;6;15;9;26;9;85;53;391;28;47;45;4;33
7779;20;6;1;29;6;6;128;1;12;256;25;17;15;3;20;3879;25;52;18487;38;66;50087;17;39
7780;36;29;0;12;16;7;86;0;5;891;30;16;803;174;1;305;22;12;4427;4;43;274;262;68
7781;3;1;2;28;19;7;67;29;20;756;100;16;41;12;27;8203;17;59;10040;43;29;16563;272;26
7782;10;3;4;2;13;21;4;17;30;4;69;19;39;38;6;651;50;56;9165;17;39;101;99;67
7783;3;0;6;6;0;14;94;27;22;4;70;29;9;57;0;1184;38;21;1302;17;33;30128;41;48
7784;18;12;8;10;2;8;25;28;7;299;10;23;2354;95;17;8878;16;14;21054;20;33;103322;1487;112
7785;2;0;2;183;3;8;2;9;3;7;35;17;445;56;10;1106;47;19;7738;26;14;66;346;145
7786;1;10;2;11;8;9;37;25;11;126;4;8;523;8;5;719;68;13;2404;94;12;77;17;142
7787;20;10;1;32;13;10;24;22;32;285;5;29;498;40;30;1878;40;37;1718;29;52;2696;369;16
7788;5;4;0;50;39;27;36;37;17;300;7;22;1053;23;21;4249;60;16;75;81;114;64351;194;66
7789;1;11;1;48;5;4;113;20;14;22;23;65;1061;44;59;1888;121;62;6;18;52;22159;104;14
7790;16;14;0;0;8;7;70;32;17;202;117;16;50;14;8;38;17;37;4336;135;90;53507;134;73
7791;8;3;2;31;27;13;19;29;1;973;118;12;126;1;15;751;42;52;1259;191;19;51034;28;2
7792;5;1;7;8;5;2;14;56;14;115;51;20;28;16;12;1817;32;71;314;200;36;17485;86;49
7793;7;5;1;26;18;15;16;48;4;242;19;47;922;18;33;12;43;36;2115;18;54;15383;1450;88
7794;0;0;7;70;15;14;68;2;6;256;5;24;4;6;39;1737;20;42;8799;11;16;419;34;110
7795;1;0;5;12;8;5;1;23;10;41;87;48;43;19;25;76;4;26;67;2;38;1254;193;94
7796;13;9;0;42;10;13;2;0;11;408;22;8;760;43;68;537;75;10;9881;14;32;1009;42;30
7797;8;29;8;16;28;8;10;7;35;150;78;11;14;30;2;296;43;25;2710;128;30;4106;59;38
7798;8;4;6;5;8;2;8;18;9;4;11;11;709;0;23;17;25;29;30452;62;35;13460;34;30
7799;10;10;4;69;103;4;8;4;8;247;9;31;906;5;16;1965;11;10;2;19;59;85;36;68
7800;3;30;2;3;17;7;11;44;13;9;47;17;173;8;24;0;19;4;59;44;38;8986;915;29
7801;44;25;12;22;32;5;64;43;13;129;74;60;1966;44;23;3893;150;14;2277;108;14;193622;417;31
7802;8;4;6;7;10;5;84;2;0;0;21;10;6;46;20;815;33;43;9845;63;32;94682;44;16
7803;22;2;3;0;9;4;11;1;21;214;9;17;23;12;11;1116;56;9;2377;37;41;23506;4;45
7804;18;21;2;27;6;4;117;33;13;306;20;17;41;14;34;957;11;66;58;27;0;101;85;24
7805;11;6;7;97;8;23;3;8;0;901;88;41;116;22;23;4003;63;34;1576;89;23;15902;140;54
7806;5;8;6;36;3;18;68;28;5;204;4;22;705;47;6;2;24;28;1930;48;40;208;511;38
7807;18;2;9;93;4;3;11;5;10;5;57;11;10;31;43;722;15;127;3957;11;24;2461;13;103
7808;15;0;3;43;1;13;189;33;5;380;36;16;131;67;18;21;36;13;3546;55;20;26508;18;27
7809;9;20;5;86;13;7;54;22;7;504;35;21;3;21;88;60;74;53;13014;42;16;8908;0;71
7810;13;2;5;32;5;7;58;56;44;228;17;10;16;19;30;340;4;5;7508;183;34;198;66;72
7811;0;0;0;32;10;3;27;10;1;64;17;37;1545;7;12;337;70;34;27178;92;37;3394;66;31
7812;57;3;1;12;26;13;7;71;2;1369;20;27;504;51;7;4254;13;28;32;11;25;138615;128;30
7813;13;13;4;59;7;10;43;0;11;4;26;80;1319;3;16;75;19;10;3023;243;30;19038;49;8
7814;9;17;4;25;47;10;213;66;5;150;69;23;997;5;23;286;40;42;5143;64;20;18372;221;54
7815;0;40;9;0;6;15;13;1;2;3;36;48;305;24;39;2317;75;8;14530;126;12;109;691;95
7816;7;0;1;8;8;0;8;12;18;402;9;77;179;13;16;2249;24;20;1596;35;67;258;22;46
7817;3;25;9;8;7;1;9;18;34;168;7;16;2149;23;25;3258;15;19;9486;13;18;41730;249;29
7818;0;13;9;29;32;10;1;41;6;89;35;6;1251;16;45;4767;80;14;982;175;44;16;271;16
7819;19;2;10;9;5;9;1;15;3;535;0;34;2428;35;22;2496;65;27;19;65;45;60;47;14
7820;2;26;4;0;7;34;15;63;3;87;4;15;22;7;0;751;18;33;5703;18;46;190;841;55
7821;0;7;8;5;13;4;4;5;19;438;24;32;708;36;65;733;21;32;966;135;29;29662;1433;39
7822;12;7;10;53;2;5;8;1;13;4;67;3;1417;60;7;34;32;24;2334;103;12;14881;58;59
7823;1;15;2;22;46;3;22;6;9;5;48;25;70;5;66;17;27;14;4279;14;42;84710;14;184
7824;2;9;4;8;4;5;28;16;28;0;18;15;927;49;9;76;52;69;7193;36;52;1074;138;18
7825;5;14;1;100;18;13;19;47;0;91;42;0;314;52;18;2200;43;18;3417;112;10;8856;44;31
7826;3;25;5;9;9;13;23;9;5;54;43;26;144;7;16;5379;101;38;6566;43;35;2530;33;81
7827;2;1;6;4;1;7;5;51;6;6;17;2;121;9;32;66;60;36;1679;65;7;129;384;199
7828;21;19;0;65;8;10;3;51;22;185;155;12;400;12;13;7412;34;29;2371;116;41;181;102;35
7829;3;14;14;77;15;18;43;8;10;36;72;33;12;3;22;2894;64;42;2047;104;30;78804;15;89
7830;20;2;8;40;23;5;2;73;7;70;51;24;200;15;10;2118;84;13;4165;82;19;38787;500;59
7831;27;1;0;4;10;4;36;6;0;33;140;6;62;8;15;123;43;38;3236;1;40;105;1060;34
7832;1;22;4;7;11;8;130;3;0;108;9;11;8;35;25;8;29;13;3355;229;8;5225;33;123
7833;6;1;5;78;13;2;95;6;6;126;39;11;231;4;12;3853;34;59;63;8;92;29649;309;65
7834;1;4;11;52;10;12;28;11;14;10;84;12;39;27;24;658;16;57;1303;45;52;64761;21;32
7835;5;20;7;55;4;1;4;57;6;506;28;4;20;66;20;6547;101;23;77;117;76;5259;48;10
7836;5;34;5;0;3;9;142;100;13;414;38;12;978;21;35;2366;93;40;4196;6;76;42;5;78
7837;1;18;2;4;11;8;8;29;11;212;21;19;856;15;34;110;60;85;3678;24;67;51763;962;24
7838;6;5;12;229;1;14;15;19;14;124;31;11;213;6;16;1559;11;15;910;104;6;110313;372;47
7839;9;7;5;3;14;2;100;8;7;281;60;23;645;24;32;1405;12;67;52;77;12;52841;46;27
7840;2;17;5;90;14;3;21;11;6;3;10;29;127;3;91;306;33;19;994;47;22;18645;93;27
7841;26;0;1;15;50;7;5;2;19;152;125;18;512;33;20;25;158;31;7775;171;37;23655;98;48
7842;15;9;8;2;4;16;33;19;16;0;49;14;290;13;30;4968;52;55;34;163;150;44;168;27
7843;3;19;15;4;1;8;248;18;41;12;59;38;131;87;7;843;24;31;5802;50;52;83082;44;85
7844;16;10;5;17;31;7;5;10;16;4;6;12;24;32;15;5696;20;67;1;143;38;18899;83;130
7845;0;3;16;7;10;6;41;75;0;236;31;20;1013;31;109;8693;39;20;6625;40;65;160785;127;190
7846;19;44;4;95;12;14;4;17;9;190;11;15;435;33;9;332;33;39;6856;35;215;13073;187;46
7847;0;1;11;91;5;9;56;8;26;0;172;3;770;1;18;6240;150;24;13344;85;86;5120;150;26
7848;1;1;10;0;4;24;18;36;6;434;72;8;917;17;31;755;24;19;8;158;152;34037;620;130
7849;0;1;1;30;24;10;24;5;11;356;31;28;569;20;29;314;41;19;446;16;70;10528;27;28
7850;8;6;4;22;11;12;20;16;11;270;22;15;278;39;20;55;68;68;1596;29;23;2460;56;29
7851;20;13;1;7;8;8;2;39;28;704;2;36;141;1;21;18;20;69;115;52;44;43;54;62
7852;3;5;8;10;73;15;12;8;0;177;23;16;38;0;14;2054;10;63;9;185;60;8530;95;12
7853;4;0;0;34;9;21;29;7;23;136;77;18;126;5;11;393;38;97;4060;28;19;4958;126;35
7854;3;5;6;10;64;3;9;38;32;365;61;12;4;5;5;88;93;13;202;43;44;56221;18;38
7855;1;10;4;3;2;21;55;72;36;169;16;23;1732;40;19;170;34;8;14281;47;25;34309;582;63
7856;34;2;6;2;32;22;55;60;8;68;6;14;242;38;42;4219;67;39;1984;73;66;3176;38;53
7857;2;11;11;175;46;4;34;15;16;12;38;16;499;44;3;4312;12;37;15003;100;174;42312;145;67
7858;8;2;2;11;24;23;0;29;16;64;18;19;382;95;13;21;34;30;18861;79;33;23;92;16
7859;10;2;1;4;15;27;19;7;7;618;6;26;31;43;20;2377;37;10;2157;88;51;3543;81;93
7860;3;16;0;2;36;7;10;40;40;123;47;17;16;142;34;3601;57;14;126;19;46;5370;47;101
7861;13;2;0;4;6;18;4;6;28;1;12;25;29;98;35;8666;62;189;11536;132;127;1072;101;33
7862;5;2;8;86;8;3;3;43;17;0;43;23;143;30;20;180;36;7;8105;40;30;22427;980;107
7863;19;13;11;17;7;7;256;2;6;377;123;11;15;95;17;1384;88;37;1925;68;43;7625;417;74
7864;5;6;0;12;100;11;8;3;14;275;72;51;730;92;17;514;10;61;1574;109;32;330;824;26
7865;16;1;5;34;11;11;15;3;11;619;11;12;553;25;23;52;18;32;1407;9;20;5277;162;103
7866;5;20;1;74;41;3;0;25;7;2105;3;24;31;31;10;13;41;32;3343;28;21;133721;753;42
7867;0;12;1;49;17;11;20;22;19;20;126;14;1578;48;25;2553;160;20;9422;17;14;215;8;61
7868;7;5;4;0;4;9;66;42;11;0;73;16;3300;21;27;2057;58;9;32;132;74;22287;292;26
7869;7;13;2;5;9;2;21;35;8;250;29;50;1100;18;48;1187;43;18;3402;77;76;35887;159;8
7870;0;11;17;7;4;15;9;58;18;188;129;3;6;17;54;3;0;64;20;7;41;51278;44;38
7871;15;24;1;5;2;13;203;41;19;614;7;23;768;108;17;55;78;24;134;53;48;92;48;28
7872;10;4;8;12;5;4;43;3;9;12;38;18;283;45;7;76;6;8;10;12;45;14234;96;150
7873;2;14;5;0;7;22;16;8;0;1072;16;9;101;20;9;6036;75;5;1444;46;29;4451;32;12
7874;7;4;3;33;16;13;129;2;8;7;14;0;702;15;16;968;53;23;21098;79;58;3845;105;27
7875;8;9;6;65;0;7;11;12;8;1594;94;5;145;33;5;15;27;10;2186;28;18;153;54;98
7876;2;19;14;2;2;4;42;14;7;0;24;15;1832;14;79;1677;54;7;2808;42;19;12258;63;105
7877;1;10;9;9;20;20;48;23;1;312;8;10;205;11;48;1337;35;33;55;19;33;19981;141;95
7878;1;18;11;8;38;2;9;14;22;195;36;53;20;11;14;4400;29;52;6552;220;49;21981;13;209
7879;35;13;1;0;11;6;12;68;38;130;80;4;17;25;41;15;63;13;70;335;25;3389;60;76
7880;2;6;5;5;0;3;24;14;21;78;74;17;541;29;6;3927;32;41;21538;4;20;6620;26;118
7881;3;21;0;6;1;21;26;58;14;294;31;3;1998;44;19;199;36;13;9698;12;37;6661;182;19
7882;23;0;10;2;10;6;26;0;13;113;14;20;108;5;26;3317;59;16;4344;97;53;1742;42;60
7883;0;25;2;103;20;8;4;24;0;27;33;11;362;86;23;4147;30;39;1254;36;67;27;41;95
7884;6;2;2;10;6;26;17;36;32;261;42;10;235;29;7;24;37;9;2098;28;96;14398;525;60
7885;18;3;8;8;15;28;12;13;21;41;60;0;427;31;9;2365;49;16;5109;191;25;0;38;42
7886;44;6;15;87;1;2;59;8;27;1;46;4;28;10;61;1165;21;22;98;19;33;166;68;59
7887;0;13;0;28;13;7;1;40;0;198;6;7;335;66;17;23;57;26;9620;12;32;32124;16;33
7888;11;1;5;0;6;19;0;29;3;403;60;42;1617;56;2;4078;17;42;4;13;28;37051;73;91
7889;12;15;3;12;28;10;5;23;3;109;39;26;19;55;31;737;82;17;18752;31;47;22403;257;42
7890;9;20;3;0;17;31;285;5;8;11;23;4;184;26;62;5160;1;30;45;6;40;7708;30;13
7891;10;11;4;3;47;9;12;5;16;12;27;1;455;17;33;36;25;36;29;16;13;11978;69;9
7892;7;4;11;27;10;13;0;91;12;206;31;2;712;26;19;122;39;15;80;56;97;11423;493;33
7893;24;9;5;13;22;7;16;29;16;415;35;1;283;11;7;9889;59;17;53;54;45;4312;62;49
7894;25;0;2;37;31;9;42;17;27;301;25;0;399;12;10;1353;3;16;4524;94;63;19406;21;90
7895;25;7;8;29;47;6;35;11;23;33;13;32;260;16;25;4943;8;36;4895;92;23;75;221;58
7896;22;24;9;174;38;16;15;36;16;45;64;2;17;42;15;2154;18;9;43;109;67;5595;408;14
7897;1;0;20;50;3;7;19;69;4;497;12;19;253;23;9;10328;22;23;788;104;31;69;10;32
7898;31;6;5;0;4;9;30;3;21;186;52;3;469;10;29;16;127;63;59;8;44;11244;171;70
7899;9;14;0;4;8;6;386;82;7;538;7;73;4;1;9;34;19;2;4684;73;44;85167;39;42
7900;31;6;7;8;2;9;21;4;5;415;43;2;410;28;51;20;61;1;7089;55;28;15683;33;21
7901;5;7;10;2;16;14;14;25;5;9;40;13;134;16;26;270;33;89;14245;152;75;38;23;19
7902;4;0;11;16;5;11;138;15;5;738;65;2;16;25;3;57;30;56;63;30;64;74744;29;29
7903;10;27;0;10;5;5;5;62;22;170;27;15;19;51;35;1941;35;16;48;47;158;8302;518;73
7904;26;0;2;2;4;3;15;73;14;433;34;5;1057;58;19;2649;18;23;5462;62;4;45017;525;9
7905;0;32;4;80;17;15;2;5;21;16;1;8;15;18;46;1795;26;9;1;26;29;50301;41;131
7906;1;1;6;0;7;3;11;17;4;174;1;3;183;15;21;1734;21;11;11;6;43;2766;36;150
7907;4;0;10;8;2;0;18;4;3;681;13;8;387;30;12;786;18;101;1650;15;59;41;193;76
7908;4;1;11;62;11;2;99;22;15;19;110;5;206;34;31;32;57;117;19687;64;66;40;188;96
7909;38;17;4;57;2;4;0;6;25;523;5;21;4;12;41;24;94;30;3806;144;63;11887;316;25
7910;11;11;14;6;1;5;3;14;9;549;57;14;297;32;18;12;38;15;2177;251;40;5714;381;55
7911;26;12;0;38;14;3;84;9;31;6;22;6;818;8;10;2400;50;20;681;187;173;20473;23;41
7912;7;8;20;5;6;1;49;64;8;18;8;9;24;17;28;36;49;37;1987;88;17;535;80;19
7913;5;10;8;0;1;23;13;20;3;120;1;44;250;4;13;58;19;82;0;26;44;9796;336;38
7914;14;12;2;1;23;9;3;2;3;110;12;39;376;33;7;10624;62;26;10515;212;33;91;121;22
7915;6;16;2;8;1;10;8;25;16;116;1;17;113;34;35;52;37;4;9159;72;15;53836;404;95
7916;2;26;13;17;5;21;13;7;0;77;22;12;11;17;14;0;24;65;1009;53;36;61;51;169
7917;2;7;1;0;7;34;44;24;7;13;24;24;14;14;19;11445;15;27;19218;21;6;5593;184;29
7918;23;5;0;21;8;10;8;35;8;91;68;15;23;7;26;92;78;27;4140;16;70;97;499;26
7919;2;0;10;21;14;2;18;32;3;0;4;7;388;54;30;513;51;62;6834;323;31;18680;32;21
